controlNumber,prefLabel,scopeNote,prefLabelEnglish,embeddingPromptEnglish,translationModel,translationPromptVersion
148375,Hälsoresor,Tidigare SAB-kod Vma. Ändrat 2006-09-28.,health Retreats,A photograph depicting health Retreats.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148377,Hälsorisker,,healthrisks,A photograph depicting healthrisks.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
168232,Hälsoskydd,""" term införd i 1982 års hälsoskyddslag i stället för ""hälsovård"" för att markera att lagen gällde allmänna åtgärder för att förebygga eller undanröja sanitära olägenheter i miljön.♯"" NE)",public health safety,A photograph depicting public health safety.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148382,Hälsostatistik,,health statistics,A photograph depicting health statistics.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148383,Hälsoundersökningar,,health screenings,A photograph depicting health screenings.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148385,Hälsoupplysning,,health information,A photograph depicting health information.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148386,Hälsovård,,healthcare,A photograph depicting healthcare.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148390,Hälsovårdsnämnder,,health boards,A photograph depicting health boards.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
161381,Hämnd,,retribution,A photograph depicting retribution.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
p8fzlj60mfrlxmwc,Hämnd i filmen,,revenge in film,A photograph depicting revenge in film.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
161382,Hämnd i litteraturen,,revenge in literature,A photograph depicting revenge in literature.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
389509,Hämningar,,restraints,A photograph depicting restraints.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
349297,Händer,,Hands,A photograph depicting Hands.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
161383,Händer i konsten,,hands in art,A photograph depicting hands in art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
264733,Händer i litteraturen,,hands in literature,A photograph depicting hands in literature.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148392,Hängbroar,,suspension bridges,A photograph depicting suspension bridges.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148393,Hängeväxter,,Climbing plants,A photograph depicting Climbing plants.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
143135,Hängflygning,,hang gliding,A photograph depicting hang gliding.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
161384,Hängkläden,,wall hangings,A photograph depicting wall hangings.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
331332,Hängning,,hanging,A photograph depicting hanging.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
147545,Hänthet,"""tendens att använda den ena handen hellre än den andra"" (NE).",Hand preference,A photograph depicting Hand preference.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
167612,Härader,,Härader,A photograph depicting Härader.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
167628,Häradsallmänningar,,county courts,A photograph depicting county courts.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
170355,Häradshövdingar,särsk Lz,hundredaldermen,A photograph depicting hundredaldermen.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148394,Häradsrätter,,county courts,A photograph depicting county courts.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
138191,Härbren,"- etnologi  Mub, - arkitektur Ic.",harbrenโรงพยาphem这名用户的提问与之前的问题背景有所不同，提供的信息中“Härbren”并没有一个明确的英文对应词，且scope note提供的信息不足以直接翻译成一个清晰的标签。根据要求，,A photograph depicting harbrenโรงพยาphem这名用户的提问与之前的问题背景有所不同，提供的信息中“Härbren”并没有一个明确的英文对应词，且scope note提供的信息不足以直接翻译成一个清晰的标签。根据要求，.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148395,Härdning,,heat treatment,A photograph depicting heat treatment.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148396,Härdplaster,,plaster cast,A photograph depicting plaster cast.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148397,Härdsmältor,,bellows furnaces,A photograph depicting bellows furnaces.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
299729,Härkar,,herrings,A photograph depicting herrings.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
346472,Härolder,Historisk term. Underindelas inte med - historia.,Härolder,A photograph depicting Härolder.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
166577,Härskare,,ruler,A photograph depicting ruler.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
167613,Härskare i konsten,,Rulers in art,A photograph depicting Rulers in art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
166578,Härskarkult,,ruler cult,A photograph depicting ruler cult.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
168668,Hässjor,"- lantbruk Qdb, - etnografi, socialantropologi och etnologi Mubb",Hassjo Farm,A photograph depicting Hassjo Farm.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148404,Hästar,se även särskilda raser t ex Lippizzanerhästen. Tidigare endast SAB-kod Qdfd. Ändrat 2009-02-19.,horses,A photograph depicting horses.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
324933,Hästar i heraldiken,,horses in heraldry,A photograph depicting horses in heraldry.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148406,Hästar i konsten,,horses in art,A photograph depicting horses in art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148407,Hästar i litteraturen,,horses in literature,A photograph depicting horses in literature.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
388833,Hästar--religiösa aspekter,,horses-religious-aspects,A photograph depicting horses-religious-aspects.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148408,Hästavel,,horse race,A photograph depicting horse race.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
315276,Hästfordon,,horse-drawn vehicle,A photograph depicting horse-drawn vehicle.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
324936,Hästföretag,Särsk Qz.,horse business,A photograph depicting horse business.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
m252sc0sk05dff4b,Hästgårdar,,horse farms,A photograph depicting horse farms.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148409,Hästhandel,,horse trade,A photograph depicting horse trade.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148410,Hästhandel--historia,,horse trade history,A photograph depicting horse trade history.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
389513,Hästhandlare,,horse dealer,A photograph depicting horse dealer.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
389523,Hästkapplöpning,,horsehair racing,A photograph depicting horsehair racing.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148411,Hästkörning,"- hästsport Rbeab, - transportmedel och kommunikationer Praa.",horse racing,A photograph depicting horse racing.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
268538,Hästkörning--historia,,horse racing history,A photograph depicting horse racing history.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
167370,Hästmassage,,horse massage,A photograph depicting horse massage.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
166754,Hästnamn,,horse names,A photograph depicting horse names.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
269192,Hästomnibussar,,horse omnibuses,A photograph depicting horse omnibuses.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
156756,Hästpolo,,horse polo,A photograph depicting horse polo.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148412,Hästpremiering,,horse debut,A photograph depicting horse debut.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148413,Hästpsykologi,,horse psychology,A photograph depicting horse psychology.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
274608,Hästraser,,horsehair,A photograph depicting horsehair.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148414,Hästskor,,horse shoes,A photograph depicting horse shoes.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148415,"Hästskor--framställning, tillverkning etc.",,horse shoe manufacturing,A photograph depicting horse shoe manufacturing.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148416,Hästskötsel,,horse care,A photograph depicting horse care.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148417,Hästsport,,horse sports,A photograph depicting horse sports.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
243928,Hästspårvägar,,horse tramways,A photograph depicting horse tramways.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
247385,Hästträning,"- husdjurslära Qdfd, - ridsport Rbea.",horse training,A photograph depicting horse training.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
310797,Hästunderstödd terapi,"- ridning Rbeac, - sjukgymnastik Vm, - psykiatriska behandlingsmetoder Vlbdb.",horse-assisted therapy,A photograph depicting horse-assisted therapy.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
389525,Hästuppfödare,,horse breeder,A photograph depicting horse breeder.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148419,Hävd (juridik),,legal dispute,A photograph depicting legal dispute.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148420,Hävstänger,,bridle pieces,A photograph depicting bridle pieces.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148422,Häxeri,,witchcraft,A photograph depicting witchcraft.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
330285,Häxeri i konsten,,witchcraft in art,A photograph depicting witchcraft in art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
vdnmjs6gsfz3j4v7,Häxeri i litteraturen,,witchcraft in literature,A photograph depicting witchcraft in literature.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148423,Häxor,,witches,A photograph depicting witches.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
245125,Häxor i konsten,,Witches in art,A photograph depicting Witches in art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
246268,Häxor i litteraturen,,Witches in literature,A photograph depicting Witches in literature.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148424,Häxprocesser,,witch trials,A photograph depicting witch trials.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
261915,Hålkamerafotografi,,flatbed photography,A photograph depicting flatbed photography.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
261917,Hålkameror,,flatbed cameras,A photograph depicting flatbed cameras.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148322,Hålkort,,contour_map,A photograph depicting contour_map.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
345037,Hållbar design,,sustainable design,A photograph depicting sustainable design.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
352344,Hållbar livsstil,,sustainable lifestyle,A photograph depicting sustainable lifestyle.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
331331,Hållbar turism,,sustainable tourism,A photograph depicting sustainable tourism.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148325,Hållbar utveckling,"- miljöfrågor Uh, - samhällsplanering Odg",sustainable development,A photograph depicting sustainable development.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
338594,Hållbarhetsredovisning,"- social redovisning Qbceg, - miljöredovisning Qbcem.",sustainability reporting,A photograph depicting sustainability reporting.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
346466,Hållbart fiske,,sustainable fishing,A photograph depicting sustainable fishing.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
338618,Hållbart jordbruk,,sustainable farming,A photograph depicting sustainable farming.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
kz1bq5gqhb2c92z2,Hållbart skogsbruk,,sustainable forestry,A photograph depicting sustainable forestry.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
359788,Hållfasthet,,stability,A photograph depicting stability.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148326,Hållfasthetslära,Se även resp underavd av P med tillägg .014.,Strength theory,A photograph depicting Strength theory.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148329,Hållning,,posture,A photograph depicting posture.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148330,Hållningsgymnastik,,calisthenics,A photograph depicting calisthenics.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148332,Hålremsmaskiner,,hole-reel-machines,A photograph depicting hole-reel-machines.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148331,Hålremsor,,drawstring pants,A photograph depicting drawstring pants.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148333,Hålsöm,,neck island,A photograph depicting neck island.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148343,Hår,,hair,A photograph depicting hair.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
267347,Hår i litteraturen,,hair in literature,A photograph depicting hair in literature.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148334,Hårarbeten,,hairdressing,A photograph depicting hairdressing.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148335,Håravfall,,hair debris,A photograph depicting hair debris.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
266219,Hårborttagning,,hair removal,A photograph depicting hair removal.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148336,Hårddiskar,,hard_drives,A photograph depicting hard_drives.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148337,Hårdhet,,Hardness,A photograph depicting Hardness.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148339,Hårdrock,Används för allmänna verk om hårdrock och metal,hardrock,A photograph depicting hardrock.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
323351,Hårdrock i konsten,,hardrock in art,A photograph depicting hardrock in art.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
220354,Hårdvarubeskrivande språk,,hardware description language,A photograph depicting hardware description language.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148344,Hårfibertextilier,,hair textile fibers,A photograph depicting hair textile fibers.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148345,Hårfärgning,,hair coloring,A photograph depicting hair coloring.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
168092,Hårklippning,,haircutting,A photograph depicting haircutting.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
249471,Hårkullor,"- halm och hårarbeten Plc-caf, - näringsliv och arbetsliv Mx-caf, - Särsk Lz.",hair dolls,A photograph depicting hair dolls.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148346,Hårmode,,hair style,A photograph depicting hair style.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
315409,"Hårsfjärdsincidenten, Sverige, 1982",,"Hårsfjärds incident, Sweden, 1982","A photograph depicting Hårsfjärds incident, Sweden, 1982.",Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148530,Hårstjärnor,,hair stars,A photograph depicting hair stars.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148347,Hårvård,,hair care,A photograph depicting hair care.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148348,Håtunaleken 1306,,Hatuna Case 1306,A photograph depicting Hatuna Case 1306.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148425,Hö,,Hö,A photograph depicting Hö.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
161385,Höfter,,buttocks,A photograph depicting buttocks.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
389526,Höftled,,thigh joint,A photograph depicting thigh joint.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
389531,Höftledsoperationer,,hip surgery,A photograph depicting hip surgery.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
166854,Höftledsproteser,,hip prostheses,A photograph depicting hip prostheses.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148426,Högbanor,,railways,A photograph depicting railways.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
249883,Högenergifysik,,high_energy_physics,A photograph depicting high_energy_physics.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
271600,Höger och vänster (statsvetenskap),,political science terms,A photograph depicting political science terms.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
263586,Höger och vänster (symbolism),,right_and_left_symbolism,A photograph depicting right_and_left_symbolism.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
148428,Högerextremism,,far-right extremism,A photograph depicting far-right extremism.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
264734,Högerextremistiska partier,"- politiska partier Oc.06, - politiska åskådningar Ocgg.",far-right parties,A photograph depicting far-right parties.,Qwen/Qwen2.5-14B-Instruct,sao_image_tag_translation_v1
